sku_record_id,geo_market,brand_name,category,sub_category,product_portfolio,product_name,product_description,variant_flavor_scent,pack_size,form_factor,upc_or_gtin,retailer_sku_id,retailer,product_url,source_type,confidence,date_collected
CL-USA-HELLO-2007,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Dragon Dazzle Dragon Dazzle Fluoride,"US FDA OTC drug listing. NDC 35000-679-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-679-10) / 119 g in 1 TUBE",n.a.,119 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2008,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate (core),Hello Extra Minty with extra cooling,US FDA OTC drug listing. NDC 35000-511-12. Dosage form: MOUTHWASH. Package: 520 mL in 1 BOTTLE (35000-511-12),n.a.,520 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2009,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Magical Mermaid,"US FDA OTC drug listing. NDC 35000-680-10. Dosage form: GEL, DENTIFRICE. Package: 119 g in 1 TUBE (35000-680-10)",n.a.,119 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2010,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Mighty Multi tasker,"US FDA OTC drug listing. NDC 35000-681-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-681-10) / 113 g in 1 TUBE",n.a.,113 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2011,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Naturally Whitening,"US FDA OTC drug listing. NDC 35000-682-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-682-10) / 133 g in 1 TUBE",n.a.,133 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2012,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Naturally Whitening,"US FDA OTC drug listing. NDC 35000-682-12. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-682-12) / 141 g in 1 TUBE",n.a.,141 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2013,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate (core),"Hello Peace Out Plaque peace out, plaque antigingivitis",US FDA OTC drug listing. NDC 35000-683-10. Dosage form: MOUTHWASH. Package: 473 mL in 1 BOTTLE (35000-683-10),n.a.,473 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2014,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Penguin Chill,"US FDA OTC drug listing. NDC 35000-693-12. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-693-12) / 119 g in 1 TUBE",n.a.,119 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2015,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Vitamin C Whitening,"US FDA OTC drug listing. NDC 35000-689-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-689-10) / 113 g in 1 TUBE",n.a.,113 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2016,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Whipped Mellow Mint Dream Flavor,"US FDA OTC drug listing. NDC 35000-513-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-513-10) / 113 g in 1 TUBE",Mint,113 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2017,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate (core),Hello Whipped Peppermint Stick Flavor,"US FDA OTC drug listing. NDC 35000-512-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-512-10) / 113 g in 1 TUBE",Peppermint,113 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2018,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate (core),Hello Wild Strawberry,US FDA OTC drug listing. NDC 35000-685-10. Dosage form: MOUTHWASH. Package: 473 mL in 1 BOTTLE (35000-685-10),Strawberry,473 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2019,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate (core),Hello empower mint,US FDA OTC drug listing. NDC 35000-690-10. Dosage form: MOUTHWASH. Package: 473 mL in 1 BOTTLE (35000-690-10),Mint,473 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2020,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate Kids,Hello Kids Wild Strawberry Wild Strawberry,"US FDA OTC drug listing. NDC 35000-688-10. Dosage form: PASTE, DENTIFRICE. Package: 1 TUBE in 1 BOX (35000-688-10) / 119 g in 1 TUBE",Strawberry,119 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2021,USA,hello,Toothpaste,Fluoride toothpaste (OTC anticavity),Colgate Kids,Hello Unicorn Sparkle,"US FDA OTC drug listing. NDC 35000-686-10. Dosage form: GEL, DENTIFRICE. Package: 1 TUBE in 1 CARTON (35000-686-10) / 119 g in 1 TUBE",n.a.,119 g,Paste / Gel,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2022,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate Kids,Hello Unicorn Splash unicorn splash anticavity fluoride rinse,US FDA OTC drug listing. NDC 35000-687-10. Dosage form: MOUTHWASH. Package: 473 mL in 1 BOTTLE (35000-687-10),n.a.,473 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2023,USA,hello,Mouthwash & Rinse,Fluoride / therapeutic rinse,Colgate Kids,Hello Unicorn Splash unicorn splash anticavity fluoride rinse,US FDA OTC drug listing. NDC 35000-687-12. Dosage form: MOUTHWASH. Package: 520 mL in 1 BOTTLE (35000-687-12),n.a.,520 mL,Liquid Rinse,n.a.,n.a.,n.a. (FDA NDC product listing),https://api.fda.gov/drug/ndc.json?search=labeler_name:%22Colgate%22&limit=100&skip=100,UPC database,Medium,2026-08-31
CL-USA-HELLO-2024,USA,hello,Toothpaste,Toothpaste,hello,Hello 8 In 1 Mighty Multi Tasker Fluoride Toothpaste Natural Mint Blend 4.0 Oz Tube,Dollar General retailer listing.,Mint,4.0 oz,Paste / Gel,n.a.,Dollar General item 819156023616,Dollar General,https://www.dollargeneral.com/p/hello-8-in-1-mighty-multi-tasker-fluoride-toothpaste-natural-mint-blend-4-0-oz-tube/819156023616,Retailer listing,High,2026-08-31
CL-USA-HELLO-2025,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,Hello Antigingivitis Mouthwash Clean Mint 17.6 Oz,CVS.com retailer listing.,Clean Mint,6 oz,Liquid Rinse,n.a.,prodid 447448,CVS Pharmacy,https://www.cvs.com/shop/hello-antigingivitis-mouthwash-clean-mint-17-6-oz-prodid-447448,Retailer listing,High,2026-08-31
CL-USA-HELLO-2026,USA,hello,Toothpaste,Toothpaste,hello,Hello Floride Free Toothpaste Superfresh Peppermint 5 Oz,CVS.com retailer listing.,Peppermint,5 oz,Paste / Gel,n.a.,prodid 440464,CVS Pharmacy,https://www.cvs.com/shop/hello-floride-free-toothpaste-superfresh-peppermint-5-oz-prodid-440464,Retailer listing,High,2026-08-31
CL-USA-HELLO-2027,USA,hello,Toothpaste,Toothpaste,hello,Hello Floride Free Toothpaste Superfresh Spearmint 5 Oz,CVS.com retailer listing.,Spearmint,5 oz,Paste / Gel,n.a.,prodid 447415,CVS Pharmacy,https://www.cvs.com/shop/hello-floride-free-toothpaste-superfresh-spearmint-5-oz-prodid-447415,Retailer listing,High,2026-08-31
CL-USA-HELLO-2028,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,Hello Mouthwash Chill Mint 17 6 Fl Oz,Target.com retailer listing.,Mint,6 fl oz,Liquid Rinse,n.a.,TCIN 94823723,Target,https://www.target.com/p/hello-mouthwash-chill-mint-17-6-fl-oz/-/A-94823723,Retailer listing,High,2026-08-31
CL-USA-HELLO-2029,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,Hello Mouthwash Clean Mint 17 6 Fl Oz,Target.com retailer listing.,Clean Mint,6 fl oz,Liquid Rinse,n.a.,TCIN 94823743,Target,https://www.target.com/p/hello-mouthwash-clean-mint-17-6-fl-oz/-/A-94823743,Retailer listing,High,2026-08-31
CL-USA-HELLO-2030,USA,hello,Toothbrush,Manual toothbrush,hello,Hello Soft Bristle Adult Charcoal Toothbrush Black 1 Ct,Dollar General retailer listing.,Charcoal,1 ct,Brush,n.a.,Dollar General item 819156020042,Dollar General,https://www.dollargeneral.com/p/hello-soft-bristle-adult-charcoal-toothbrush-black-1-ct/819156020042,Retailer listing,High,2026-08-31
CL-USA-HELLO-2031,USA,hello,Toothpaste,Toothpaste,hello,Hello Super Fresh Toothpaste 5Oz,Target.com retailer listing.,n.a.,5 oz,Paste / Gel,n.a.,TCIN 94832528,Target,https://www.target.com/p/hello-super-fresh-toothpaste-5oz/-/A-94832528,Retailer listing,High,2026-08-31
CL-USA-HELLO-2032,USA,hello,Toothpaste,Toothpaste,hello,Hello Whipped Dream Toothpaste Mellow Mint 4Oz,Target.com retailer listing.,Mint,4 oz,Paste / Gel,n.a.,TCIN 94823720,Target,https://www.target.com/p/hello-whipped-dream-toothpaste-mellow-mint-4oz/-/A-94823720,Retailer listing,High,2026-08-31
CL-USA-HELLO-2033,USA,hello,Toothpaste,Toothpaste,hello,Hello Whipped Toothpaste Peppermint Stick 4Oz,Target.com retailer listing.,Peppermint,4 oz,Paste / Gel,n.a.,TCIN 94823742,Target,https://www.target.com/p/hello-whipped-toothpaste-peppermint-stick-4oz/-/A-94823742,Retailer listing,High,2026-08-31
CL-USA-HELLO-2034,USA,hello,Oral Care Kits,Gift set / bundle,hello,family fluoride faves bundle,"something for everyone, all in one place. this bundle brings together fluoride favorites across the whole lineup. for grown-ups, there’s a mighty multi-tasker fluoride toothpaste and an extra mint mouthwash to keep things fresh. for younger brushers, a strawberry fluoride toothpaste and unicorn splash mouthwash add a berry good twist to brushing and rinsing. toothbrushes are covered too, with unic",n.a.,n.a.,n.a.,n.a.,fluoridefaves,hello brand site (DTC),https://www.hello-products.com/products/family-fluoride-faves-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2035,USA,hello,Toothbrush,Manual toothbrush,hello,hello classic toothbrush in black,"hello's activated charcoal bpa-free black toothbrush has soft, super-cool black bristles infused with charcoal from bamboo that are meant to match your charcoal routine! these bristles are soft enough for your gums and strong enough to brush away dirt and grime from your beautiful pearlies. the comfy handle is made with plant-based materials for extra-friendliness. hello is also vegan, cruelty fre",n.a.,n.a.,Brush,n.a.,61012816,hello brand site (DTC),https://www.hello-products.com/products/classic-toothbrush-in-black,Brand site,Medium,2026-08-31
CL-USA-HELLO-2036,USA,hello,Toothbrush,Manual toothbrush,hello,hello colorful soft toothbrush twin pack,"say hello to maximum brushing happiness with the hello adult soft bristle toothbrush pack. designed with soft, precision-tapered bristles, these bpa-free adult toothbrushes help polish away stains and remove pesky plaque buildup. the soft toothbrush bristles are gentle enough for your gums and they’re strong enough for your teeth. each hello toothbrush in this twin pack is bpa-free, vegan, cruelty",n.a.,n.a.,Brush,n.a.,61038752,hello brand site (DTC),https://www.hello-products.com/products/colorful-soft-toothbrush-twin-pack,Brand site,Medium,2026-08-31
CL-USA-HELLO-2037,USA,hello,Oral Care Kits,Gift set / bundle,hello,hello complete charcoal care bundle,"a powerhouse trio packed with the power of charcoal. this bundle includes a fluoride-free whitening toothpaste, a refreshing mouthwash, and an aluminum-free deodorant—each crafted to help keep your smile bright, breath fresh, and underarms feeling clean. the perfect set for your complete charcoal care routine.",Charcoal,n.a.,n.a.,n.a.,charcoalkit,hello brand site (DTC),https://www.hello-products.com/products/hello-complete-charcoal-care-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2038,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,hello extra minty alcohol free mouthwash,"say hello to our ultimate breath-freshening mint mouthwash made with our highest cooling intensity yet* with hello extra minty alcohol free mouthwash with extra cooling. this cool fluoride free bad breath mouthwash is extra freshening and is formulated to fight gingivitis, moisturize, and promote healthy gums. thoughtfully crafted with refreshing farm grown mint, aloe vera, coconut oil, and zero a",n.a.,n.a.,Liquid Rinse,n.a.,61053532,hello brand site (DTC),https://www.hello-products.com/products/hello-extra-minty-alcohol-free-mouthwash,Brand site,Medium,2026-08-31
CL-USA-HELLO-2039,USA,hello,Toothpaste,Toothpaste,hello,hello family toothpaste duo,"a toothpaste bundle designed for the whole family. this set includes an adult antiplaque and whitening toothpaste for a fresh, clean feel and a fun, fluoride toothpaste for kids—perfect for little grins. with flavors and formulas made for all ages, brushing together just got even better.",n.a.,n.a.,Paste / Gel,n.a.,familykit,hello brand site (DTC),https://www.hello-products.com/products/hello-family-toothpaste-duo,Brand site,Medium,2026-08-31
CL-USA-HELLO-2040,USA,hello,Toothpaste,Toothpaste,hello,hello mighty multi-tasker fluoride toothpaste,"say hello to your new squeeze, the totally epic hello 8 in 1 mighty multi-tasker fluoride toothpaste. this sls free toothpaste is thoughtfully formulated to help crush cavities, tartar, plaque, gingivitis, and tooth sensitivity. hello 8 in 1 mighty multi-tasker fluoride toothpaste does all this while brilliantly whitening your teeth and strengthening your teeth enamel. plus, this hello toothpaste ",n.a.,n.a.,Paste / Gel,n.a.,61038888,hello brand site (DTC),https://www.hello-products.com/products/mighty-multi-tasker-fluoride-toothpaste,Brand site,Medium,2026-08-31
CL-USA-HELLO-2041,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,hello mouthwash must-have bundle,"Give your rinse routine a serious upgrade with this mighty mouthwash trio. featuring charcoal, mint, and antigingivitis formulas, this bundle is packed with friendly ingredients and fresh flavors to keep your mouth clean and happy. each rinse is thoughtfully crafted to tackle plaque, freshen breath, and support a healthy mouth—whether you’re looking for a soothing swish, a brightening boost, or a ",n.a.,n.a.,Liquid Rinse,n.a.,mouthwashkit,hello brand site (DTC),https://www.hello-products.com/products/mouthwash-must-have-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2042,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello,"hello peace out, plaque antigingivitis mouthwash","say hello to hello peace out plaque alcohol free mouthwash* an unbelievably fresh and minty fluoride free mouthwash that freshens like crazy. this thoughtfully crafted non-alcoholic and fluoride free mouthwash kicks bad breath straight to the curb and uses a combination of natural mint and a touch of coconut oil and aloe vera. with every swish, this mint mouthwash obliterates bad breath and leaves",n.a.,n.a.,Liquid Rinse,n.a.,61027719,hello brand site (DTC),https://www.hello-products.com/products/peace-out-plaque-antigingivitis-mouthwash,Brand site,Medium,2026-08-31
CL-USA-HELLO-2043,USA,hello,Oral Care Kits,Gift set / bundle,hello,hello unicorn magic + sparkle bundle,"shimmer all over with our unicorn sparkle set. this collection lets you unleash the unicorn within and includes our hello kids unicorn sparkle fluoride toothpaste, hello kids unicorn deodorant with shea butter, hello kids unicorn splash fluoride anticavity mouthwash with bubble gum flavor, and a hello unicorn toothbrush with super-soft BPA-free bristles.",n.a.,n.a.,n.a.,n.a.,HI36,hello brand site (DTC),https://www.hello-products.com/products/unicorn-magic-sparkle-set-1,Brand site,Medium,2026-08-31
CL-USA-HELLO-2044,USA,hello,Toothpaste,Toothpaste,hello,hello whipped fluoride toothpaste variety pack,"say hello to double the foam and double the flavor. the whipped toothpaste variety pack brings together two minty whipped favorites, each powered by fast foam technology for a lush, foamy brushing experience. whether you like your mint mellow or more pep-forward, this duo keeps your routine feeling fresh while helping fight cavities with fluoride. it’s the perfect pair for anyone who loves a littl",n.a.,n.a.,Paste / Gel,n.a.,whipvarietypack,hello brand site (DTC),https://www.hello-products.com/products/whipped-toothpaste-variety-pack,Brand site,Medium,2026-08-31
CL-USA-HELLO-2045,USA,hello,Toothpaste,Toothpaste,hello,hello whipped mellow mint dream fluoride toothpaste,"say hello to dreamy, foamy, cavity-fighting mint toothpaste for adults that will leave your breath feeling on cloud nine with hello whipped mellow mint dream adult fluoride toothpaste. powered by fast foam technology, this hello toothpaste with fluoride delivers an amazing foaming texture, freshens breath, and is tough on cavities. get ready to be mesmerized by a mint flavored foaming toothpaste t",Mint,n.a.,Paste / Gel,n.a.,61045055,hello brand site (DTC),https://www.hello-products.com/products/hello-whipped-mellow-mint-dream-fluoride-toothpaste,Brand site,Medium,2026-08-31
CL-USA-HELLO-2046,USA,hello,Toothpaste,Toothpaste,hello,hello whipped peppermint stick fluoride toothpaste,"say hello to a dreamy, foamy, cavity-fighting mint toothpaste for adults that will leave your breath feeling on cloud nine with hello whipped peppermint stick adult fluoride toothpaste. powered by fast foam technology, this dreamy hello toothpaste with fluoride delivers an amazing foaming texture, freshens breath, and is tough on cavities. start your day with a fresh zing and a twirl with this pep",Peppermint,n.a.,Paste / Gel,n.a.,61046273,hello brand site (DTC),https://www.hello-products.com/products/hello-whipped-peppermint-stick-fluoride-toothpaste,Brand site,Medium,2026-08-31
CL-USA-HELLO-2047,USA,hello,Oral Care Kits,Gift set / bundle,hello,mint condition bundle,"if mint’s your thing, this one’s for you. this bundle brings together the hello superfresh peppermint fluoride-free toothpaste and hello extra mint mouthwash for a routine that doesn’t hold back. from brush to swish, it’s a full-on mint moment, with a rinse that keeps things extra fresh and a toothpaste that feels mint to be.",Mint,n.a.,n.a.,n.a.,mintcondition,hello brand site (DTC),https://www.hello-products.com/products/mint-condition-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2048,USA,hello,Oral Care Kits,Gift set / bundle,hello,take me away bundle,"ready when you are! this bundle brings together two travel-size antiplaque + whitening fluoride-free toothpastes, a sunny daze aluminum-free deodorant, and the hello colorful soft toothbrush twin pack, so you’re set wherever the day takes you. the toothpastes are made for on-the-go brushing, the deodorant adds a bright, citrusy moment to your routine, and the toothbrushes are easy to toss in and t",n.a.,n.a.,n.a.,n.a.,takemeaway,hello brand site (DTC),https://www.hello-products.com/products/take-me-away-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2049,USA,hello,Oral Care Kits,Gift set / bundle,hello,watermelon wave bundle,"bring on the watermelon fun. this bundle lines up a fresh watermelon fluoride-free toothpaste, a matching watermelon mouthwash, and a unicorn toothbrush to round out the routine. the toothpaste and mouthwash are fluoride-free, while the juicy watermelon flavor adds a little slice of summer to every brush and swish. paired with a toothbrush that’s ready to join in, it’s a lineup that brings a littl",Watermelon,n.a.,n.a.,n.a.,watermelonwave,hello brand site (DTC),https://www.hello-products.com/products/watermelon-wave-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2050,USA,hello,Toothpaste,Toothpaste,hello Activated Charcoal,Hello Activated Charcoal Epic Whitening Toothpaste Fresh Mint Coconut Oil 4 Oz,CVS.com retailer listing.,Fresh Mint,4 oz,Paste / Gel,n.a.,prodid 635480,CVS Pharmacy,https://www.cvs.com/shop/hello-activated-charcoal-epic-whitening-toothpaste-fresh-mint-coconut-oil-4-oz-prodid-635480,Retailer listing,High,2026-08-31
CL-USA-HELLO-2051,USA,hello,Toothpaste,Toothpaste,hello Activated Charcoal,Hello Activated Charcoal Whitening Toothpaste,Target.com retailer listing.,Charcoal,n.a.,Paste / Gel,n.a.,TCIN 79177054,Target,https://www.target.com/p/hello-activated-charcoal-whitening-toothpaste/-/A-79177054,Retailer listing,High,2026-08-31
CL-USA-HELLO-2052,USA,hello,Toothpaste,Toothpaste,hello Activated Charcoal,hello activated charcoal epic whitening fluoride free toothpaste,"say hello to friendly teeth whitening toothpaste with hello epic whitening activated charcoal toothpaste. this fluoride free toothpaste is thoughtfully formulated with high quality ingredients like fresh mint, coconut oil, and activated charcoal. it is safe for enamel and freshens your breath like nobody’s business. made with activated charcoal from bamboo, this black toothpaste might look weird b",Charcoal,n.a.,Paste / Gel,n.a.,US07308A,hello brand site (DTC),https://www.hello-products.com/products/activated-charcoal-epic-whitening-fluoride-free-toothpaste,Brand site,Medium,2026-08-31
CL-USA-HELLO-2053,USA,hello,Oral Care Kits,Gift set / bundle,hello Activated Charcoal,hello activated charcoal essentials bundle,"this brilliant bundle includes hello activated charcoal fluoride free whitening toothpaste, award-winning hello activated charcoal extra freshening mouthwash (no spit, we’ve won multiple awards), and a hello BPA-free toothbrush with activated charcoal bristles.",Charcoal,n.a.,n.a.,n.a.,HI01,hello brand site (DTC),https://www.hello-products.com/products/activated-charcoal-essentials-bundle,Brand site,Medium,2026-08-31
CL-USA-HELLO-2054,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello Activated Charcoal,hello chill mint with activated charcoal mouthwash,"take a swish on the wild side with hello chill mint alcohol free mouthwash with activated charcoal, a minty fluoride free mouthwash. this thoughtfully crafted zero alcohol mouthwash contains activated charcoal made from sustainable bamboo. while the black-colored oral rinse might look weird, it works brilliantly. formulated with refreshing farm grown mint and coconut oil, this no alcohol mouthwash",Charcoal,n.a.,Liquid Rinse,n.a.,61053492,hello brand site (DTC),https://www.hello-products.com/products/hello-chill-mint-with-activated-charcoal-mouthwash,Brand site,Medium,2026-08-31
CL-USA-HELLO-2055,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello Antiplaque + Whitening,"hello Peace out, plaque Antigingivitis/antiplaque mouthwash",Open barcode database record (barcode 0819156023432); brands field: Hello.,n.a.,n.a.,Liquid Rinse,819156023432,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=hello&countries_tags=en%3Aunited-states&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
CL-USA-HELLO-2056,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,Hello Fluoride Free Toothpaste Peppermint 10Oz,Target.com retailer listing.,Peppermint,10 oz,Paste / Gel,n.a.,TCIN 94823735,Target,https://www.target.com/p/hello-fluoride-free-toothpaste-peppermint-10oz/-/A-94823735,Retailer listing,High,2026-08-31
CL-USA-HELLO-2057,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,Hello Fluoride Free Toothpaste Peppermint 5Oz,Target.com retailer listing.,Peppermint,5 oz,Paste / Gel,n.a.,TCIN 94823722,Target,https://www.target.com/p/hello-fluoride-free-toothpaste-peppermint-5oz/-/A-94823722,Retailer listing,High,2026-08-31
CL-USA-HELLO-2058,USA,hello,Mouthwash & Rinse,Mouthwash / rinse,hello Fluoride-Free,Hello Peace Out Plaque Fluoride Free And Alcohol Free Mouthwash Natural Mint 16 Fl Oz Bottle,Dollar General retailer listing.,Mint,16 fl oz,Liquid Rinse,n.a.,Dollar General item 854296004996,Dollar General,https://www.dollargeneral.com/p/hello-peace-out-plaque-fluoride-free-and-alcohol-free-mouthwash-natural-mint-16-fl-oz-bottle/854296004996,Retailer listing,High,2026-08-31
CL-USA-HELLO-2059,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,Hello Super Fresh Fluoride Free Toothpaste Natural Spearmint 4.7 Oz Tube,Dollar General retailer listing.,Spearmint,7 oz,Paste / Gel,n.a.,Dollar General item 819156023234,Dollar General,https://www.dollargeneral.com/p/hello-super-fresh-fluoride-free-toothpaste-natural-spearmint-4-7-oz-tube/819156023234,Retailer listing,High,2026-08-31
CL-USA-HELLO-2060,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,Hello Superfresh Fluoride Free Toothpaste 5.0 Oz 3 Pk,Sam's Club retailer listing.,n.a.,"5.0 oz, 3 ct",Paste / Gel,n.a.,Sam's Club item 20605015732,Sam's Club,https://www.samsclub.com/ip/hello-superfresh-fluoride-free-toothpaste-5-0-oz-3-pk/20605015732,Retailer listing,High,2026-08-31
CL-USA-HELLO-2061,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,Hello Superfresh Fluoride Free Toothpaste For Bad Breath Natural Spearmint 5 Oz,Dollar General retailer listing.,Spearmint,5 oz,Paste / Gel,n.a.,Dollar General item 827854026402,Dollar General,https://www.dollargeneral.com/p/hello-superfresh-fluoride-free-toothpaste-for-bad-breath-natural-spearmint-5-oz/827854026402,Retailer listing,High,2026-08-31
CL-USA-HELLO-2062,USA,hello,Toothpaste,Toothpaste,hello Fluoride-Free,hello Smiling Shark Fluoride Free Toothpaste,Open barcode database record (barcode 0819156023630); brands field: Hello.,n.a.,n.a.,Paste / Gel,819156023630,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=hello&countries_tags=en%3Aunited-states&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
